id,books_count,isbn,authors,original_publication_year,title,language_code,average_rating,image_url,small_image_url
2481,100,805066691,Dee Brown,1970.0,Bury My Heart at Wounded Knee: An Indian History of the American West,,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2482,65,057506708X,"Władysław Szpilman, Anthea Bell",1946.0,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",,4.24,https://images.gr-assets.com/books/1491050715m/128066.jpg,https://images.gr-assets.com/books/1491050715s/128066.jpg
2483,49,425267040,Maya Banks,2013.0,"Rush (Breathless, #1)",eng,3.97,https://images.gr-assets.com/books/1359943771m/16033902.jpg,https://images.gr-assets.com/books/1359943771s/16033902.jpg
2484,6,1411415930,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",2009.0,The Picture of Dorian Gray: A Graphic Novel,eng,4.12,https://images.gr-assets.com/books/1328766635m/3052106.jpg,https://images.gr-assets.com/books/1328766635s/3052106.jpg
2485,33,671741039,Robert McCammon,1987.0,Swan Song,eng,4.28,https://images.gr-assets.com/books/1445981000m/11557.jpg,https://images.gr-assets.com/books/1445981000s/11557.jpg
2486,32,030727103X,Kazuo Ishiguro,2015.0,The Buried Giant,eng,3.42,https://images.gr-assets.com/books/1451444392m/22522805.jpg,https://images.gr-assets.com/books/1451444392s/22522805.jpg
2487,63,345459407,China Miéville,2000.0,"Perdido Street Station (Bas-Lag, #1)",eng,3.96,https://images.gr-assets.com/books/1393537963m/68494.jpg,https://images.gr-assets.com/books/1393537963s/68494.jpg
2488,31,1599903385,Carrie Jones,2008.0,"Need (Need, #1)",eng,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2489,81,61020613,Terry Pratchett,1991.0,"Witches Abroad (Discworld, #12; Witches #3)",eng,4.2,https://images.gr-assets.com/books/1403326937m/2442.jpg,https://images.gr-assets.com/books/1403326937s/2442.jpg
2490,302,014043769X,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819.0,The Legend of Sleepy Hollow and Other Stories,eng,3.93,https://images.gr-assets.com/books/1309285607m/721012.jpg,https://images.gr-assets.com/books/1309285607s/721012.jpg
2491,86,441328008,Frank Herbert,1984.0,Heretics of Dune (Dune Chronicles #5),eng,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2492,62,515090255,"David Wilkerson, John Sherrill, Elizabeth Sherrill",1963.0,The Cross and the Switchblade,,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2493,22,441015271,Jim Butcher,2007.0,"Captain's Fury (Codex Alera, #4)",eng,4.38,https://images.gr-assets.com/books/1315083292m/346087.jpg,https://images.gr-assets.com/books/1315083292s/346087.jpg
2494,58,385671105,Chuck Palahniuk,2011.0,"Damned (Damned, #1)",eng,3.38,https://images.gr-assets.com/books/1296236310m/9912994.jpg,https://images.gr-assets.com/books/1296236310s/9912994.jpg
2495,22,439443822,Cynthia Lord,2006.0,Rules,,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2496,37,307263991,Karen Russell,2011.0,Swamplandia!,eng,3.21,https://images.gr-assets.com/books/1320536498m/8584686.jpg,https://images.gr-assets.com/books/1320536498s/8584686.jpg
2497,98,075280944X,Michael Connelly,1995.0,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",eng,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2498,43,142001619,Mark Kurlansky,2002.0,Salt: A World History,eng,3.73,https://images.gr-assets.com/books/1414608893m/2715.jpg,https://images.gr-assets.com/books/1414608893s/2715.jpg
2499,483,037575850X,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",1853.0,Villette,eng,3.75,https://images.gr-assets.com/books/1320412741m/31173.jpg,https://images.gr-assets.com/books/1320412741s/31173.jpg
2500,34,61977969,Neal Stephenson,2011.0,Reamde,eng,3.96,https://images.gr-assets.com/books/1305993115m/10552338.jpg,https://images.gr-assets.com/books/1305993115s/10552338.jpg
2501,74,057506689X,Terry Pratchett,1994.0,"Soul Music (Discworld, #16; Death, #3)",eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2502,33,,Janet Evanovich,2012.0,"Notorious Nineteen (Stephanie Plum, #19)",eng,3.9,https://images.gr-assets.com/books/1345653049m/14740588.jpg,https://images.gr-assets.com/books/1345653049s/14740588.jpg
2503,55,059306173X,Richard Dawkins,2009.0,The Greatest Show on Earth: The Evidence for Evolution,en-GB,4.16,https://images.gr-assets.com/books/1302127919m/6117055.jpg,https://images.gr-assets.com/books/1302127919s/6117055.jpg
2504,66,1593072937,Frank Miller,1992.0,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",eng,4.16,https://images.gr-assets.com/books/1470924635m/392297.jpg,https://images.gr-assets.com/books/1470924635s/392297.jpg
2505,100,055327757X,Og Mandino,1968.0,The Greatest Salesman in the World,eng,4.19,https://images.gr-assets.com/books/1403192719m/356896.jpg,https://images.gr-assets.com/books/1403192719s/356896.jpg
2506,178,014200202X,Ian Fleming,1953.0,"Casino Royale (James Bond, #1)",eng,3.73,https://images.gr-assets.com/books/1497801490m/3758.jpg,https://images.gr-assets.com/books/1497801490s/3758.jpg
2507,95,6513220,Paullina Simons,2001.0,"The Bronze Horseman (The Bronze Horseman, #1)",eng,4.34,https://images.gr-assets.com/books/1327921996m/83144.jpg,https://images.gr-assets.com/books/1327921996s/83144.jpg
2508,72,452283868,Toni Morrison,1973.0,Sula,en-US,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2509,41,,A.G. Riddle,2013.0,"The Atlantis Gene (The Origin Mystery, #1)",eng,3.69,https://images.gr-assets.com/books/1385398066m/17999892.jpg,https://images.gr-assets.com/books/1385398066s/17999892.jpg
2510,74,1416563725,Philippa Gregory,2010.0,"The Red Queen (The Plantagenet and Tudor Novels, #3)",eng,3.74,https://images.gr-assets.com/books/1281335912m/7148256.jpg,https://images.gr-assets.com/books/1281335912s/7148256.jpg
2511,36,425233383,Julie James,2010.0,"Something About You (FBI/US Attorney, #1)",eng,3.94,https://images.gr-assets.com/books/1327933063m/6642402.jpg,https://images.gr-assets.com/books/1327933063s/6642402.jpg
2512,25,7169914,Dr. Seuss,1970.0,Mr. Brown Can Moo! Can You?,en-US,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2513,104,034547063X,"Stephen King, Peter Straub",2001.0,"Black House (The Talisman, #2)",eng,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2514,42,785123113,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003.0,Marvel 1602,eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2515,38,743270371,Vince Flynn,2006.0,"Act of Treason (Mitch Rapp, #9)",en-US,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2516,33,307959945,Peter Heller,2012.0,The Dog Stars,,3.9,https://images.gr-assets.com/books/1388122817m/13330761.jpg,https://images.gr-assets.com/books/1388122817s/13330761.jpg
2517,216,,John le Carré,1963.0,The Spy Who Came In from the Cold,eng,4.05,https://images.gr-assets.com/books/1327719782m/19494.jpg,https://images.gr-assets.com/books/1327719782s/19494.jpg
2518,33,441013406,Jim Butcher,2005.0,"Academ's Fury (Codex Alera, #2)",eng,4.27,https://images.gr-assets.com/books/1381026900m/133664.jpg,https://images.gr-assets.com/books/1381026900s/133664.jpg
2519,73,446676438,James Patterson,1998.0,"When the Wind Blows (When the Wind Blows, #1)",eng,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2520,76,4103534222,"Haruki Murakami, 村上 春樹",2009.0,"1Q84 BOOK 1 (1Q84, #1)",jpn,3.96,https://images.gr-assets.com/books/1329955413m/6443834.jpg,https://images.gr-assets.com/books/1329955413s/6443834.jpg
2521,171,722534876,"Paulo Coelho, Alan R. Clarke",1987.0,The Pilgrimage,eng,3.64,https://images.gr-assets.com/books/1307909268m/4004.jpg,https://images.gr-assets.com/books/1307909268s/4004.jpg
2522,77,385336691,Lee Child,2006.0,"The Hard Way (Jack Reacher, #10)",en-US,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2523,74,440226708,Sheila Burnford,1960.0,The Incredible Journey,eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2524,17,143036661,Geraldine Brooks,2004.0,March,en-US,3.73,https://images.gr-assets.com/books/1327935441m/13529.jpg,https://images.gr-assets.com/books/1327935441s/13529.jpg
2525,54,307749606,"Lee Child, Dick Hill",2012.0,"A Wanted Man (Jack Reacher, #17)",eng,4.0,https://images.gr-assets.com/books/1333623254m/13359067.jpg,https://images.gr-assets.com/books/1333623254s/13359067.jpg
2526,7,1401209149,"Grant Morrison, Frank Quitely",2007.0,"All-Star Superman, Vol. 1",eng,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2527,31,1780484259,George R.R. Martin,2000.0,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",eng,4.63,https://images.gr-assets.com/books/1339340118m/12177850.jpg,https://images.gr-assets.com/books/1339340118s/12177850.jpg
2528,52,425259854,Nora Roberts,2013.0,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",eng,3.91,https://images.gr-assets.com/books/1480131721m/16158558.jpg,https://images.gr-assets.com/books/1480131721s/16158558.jpg
2529,63,312590970,Alyson Noel,2010.0,"Dark Flame (The Immortals, #4)",eng,3.73,https://images.gr-assets.com/books/1362336376m/7198988.jpg,https://images.gr-assets.com/books/1362336376s/7198988.jpg
2530,68,1101990260,Fiona Barton,2016.0,The Widow,eng,3.49,https://images.gr-assets.com/books/1449178687m/25734248.jpg,https://images.gr-assets.com/books/1449178687s/25734248.jpg
2531,33,545060451,Patrick Carman,2009.0,"The Black Circle (The 39 Clues, #5)",en-US,4.0,https://images.gr-assets.com/books/1357211043m/6255144.jpg,https://images.gr-assets.com/books/1357211043s/6255144.jpg
2532,20,62248162,Kiera Cass,2013.0,"The Prince (The Selection, #0.5)",,3.93,https://images.gr-assets.com/books/1354127071m/15820748.jpg,https://images.gr-assets.com/books/1354127071s/15820748.jpg
2533,39,374384681,Marie Rutkoski,2014.0,"The Winner's Curse (The Winner's Trilogy, #1)",eng,4.03,https://images.gr-assets.com/books/1377023523m/16069030.jpg,https://images.gr-assets.com/books/1377023523s/16069030.jpg
2534,57,679766758,Sapphire,1996.0,Push,eng,3.82,https://images.gr-assets.com/books/1414633395m/71332.jpg,https://images.gr-assets.com/books/1414633395s/71332.jpg
2535,67,1609451341,"Elena Ferrante, Ann Goldstein",2012.0,The Story of a New Name (The Neapolitan Novels #2),eng,4.37,https://images.gr-assets.com/books/1501012849m/17465515.jpg,https://images.gr-assets.com/books/1501012849s/17465515.jpg
2536,104,345413970,Arthur C. Clarke,1982.0,"2010: Odyssey Two (Space Odyssey, #2)",eng,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2537,15,759530017,Atsushi Ohkubo,2004.0,"Soul Eater, Vol. 01 (Soul Eater, #1)",en-US,4.3,https://images.gr-assets.com/books/1443900841m/6406018.jpg,https://images.gr-assets.com/books/1443900841s/6406018.jpg
2538,18,1451645821,William Kent Krueger,2013.0,Ordinary Grace,eng,4.14,https://images.gr-assets.com/books/1358264094m/15803059.jpg,https://images.gr-assets.com/books/1358264094s/15803059.jpg
2539,89,446611778,David Baldacci,2001.0,Last Man Standing,eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2540,20,1596431520,Gene Luen Yang,2006.0,American Born Chinese,eng,3.88,https://images.gr-assets.com/books/1317066615m/118944.jpg,https://images.gr-assets.com/books/1317066615s/118944.jpg
2541,3,307001040,"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960.0,Peter Pan (A Little Golden Book),eng,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2542,34,991686004,K.A. Tucker,2012.0,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",eng,4.16,https://images.gr-assets.com/books/1368808763m/15990969.jpg,https://images.gr-assets.com/books/1368808763s/15990969.jpg
2543,67,1400065453,David Mitchell,2010.0,The Thousand Autumns of Jacob de Zoet,eng,4.03,https://images.gr-assets.com/books/1320540908m/7141642.jpg,https://images.gr-assets.com/books/1320540908s/7141642.jpg
2544,371,486282082,Christopher Marlowe,1604.0,Dr. Faustus,eng,3.79,https://images.gr-assets.com/books/1392156779m/18525.jpg,https://images.gr-assets.com/books/1392156779s/18525.jpg
2545,43,312984839,Sherrilyn Kenyon,2003.0,Dance with the Devil (Dark-Hunter #3),eng,4.39,https://images.gr-assets.com/books/1388703603m/84145.jpg,https://images.gr-assets.com/books/1388703603s/84145.jpg
2546,71,786887079,Candace Bushnell,2005.0,Lipstick Jungle,eng,3.39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2547,76,446611212,James Patterson,2001.0,"Violets Are Blue (Alex Cross, #7)",eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2548,69,671791540,"Anthony Robbins, Tony Robbins, Frederick L. Covan",1992.0,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",eng,4.1,https://images.gr-assets.com/books/1415677371m/180116.jpg,https://images.gr-assets.com/books/1415677371s/180116.jpg
2549,35,515134457,Laurell K. Hamilton,1998.0,"Blue Moon (Anita Blake, Vampire Hunter, #8)",en-US,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2550,45,515134473,Laurell K. Hamilton,1998.0,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",en-US,4.07,https://images.gr-assets.com/books/1289528358m/30242.jpg,https://images.gr-assets.com/books/1289528358s/30242.jpg
2551,23,1250010713,Diane Chamberlain,2014.0,"The Silent Sister (Riley MacPherson, #1)",eng,3.93,https://images.gr-assets.com/books/1406526579m/19286669.jpg,https://images.gr-assets.com/books/1406526579s/19286669.jpg
2552,91,385333781,Kurt Vonnegut Jr.,1952.0,Player Piano,eng,3.85,https://images.gr-assets.com/books/1488041609m/9597.jpg,https://images.gr-assets.com/books/1488041609s/9597.jpg
2553,727,812967259,Arthur Conan Doyle,1912.0,"The Lost World (Professor Challenger, #1)",,3.92,https://images.gr-assets.com/books/1320504012m/10155.jpg,https://images.gr-assets.com/books/1320504012s/10155.jpg
2554,58,,Terry Pratchett,2003.0,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",eng,4.18,https://images.gr-assets.com/books/1375908503m/34511.jpg,https://images.gr-assets.com/books/1375908503s/34511.jpg
2555,40,807083690,Octavia E. Butler,1979.0,Kindred,eng,4.18,https://images.gr-assets.com/books/1339423248m/60931.jpg,https://images.gr-assets.com/books/1339423248s/60931.jpg
2556,70,60885424,"Laura Ingalls Wilder, Garth Williams",1940.0,"The Long Winter (Little House, #6)",,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2557,60,310247454,"Henry Cloud, John Townsend",1992.0,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",en-US,4.19,https://images.gr-assets.com/books/1406403521m/525488.jpg,https://images.gr-assets.com/books/1406403521s/525488.jpg
2558,25,545424968,Maggie Stiefvater,2014.0,"Blue Lily, Lily Blue (The Raven Cycle, #3)",eng,4.32,https://images.gr-assets.com/books/1477103826m/17378508.jpg,https://images.gr-assets.com/books/1477103826s/17378508.jpg
2559,127,99399016,"Philip Roth, Luca Marinelli",1969.0,Portnoy's Complaint,,3.69,https://images.gr-assets.com/books/1327929440m/43945.jpg,https://images.gr-assets.com/books/1327929440s/43945.jpg
2560,57,785274316,"John C. Maxwell, Zig Ziglar",1998.0,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,eng,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2561,97,385491026,Margaret Atwood,1988.0,Cat's Eye,eng,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2562,13,,J. Sterling,2012.0,"The Perfect Game (The Perfect Game, #1)",eng,3.97,https://images.gr-assets.com/books/1345824139m/15783307.jpg,https://images.gr-assets.com/books/1345824139s/15783307.jpg
2563,62,1406310271,Patrick Ness,2010.0,"Monsters of Men (Chaos Walking, #3)",eng,4.25,https://images.gr-assets.com/books/1467392755m/7540092.jpg,https://images.gr-assets.com/books/1467392755s/7540092.jpg
2564,34,1841492051,Orson Scott Card,2005.0,"Shadow of the Giant (Ender's Shadow, #4)",eng,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2565,26,545027896,Brian Selznick,2011.0,Wonderstruck,eng,4.16,https://images.gr-assets.com/books/1327885739m/10128428.jpg,https://images.gr-assets.com/books/1327885739s/10128428.jpg
2566,30,446519138,Sarah Ban Breathnach,1995.0,Simple Abundance:  A Daybook of Comfort and Joy,en-US,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2567,54,1442429984,Moira Young,2011.0,"Blood Red Road (Dust Lands, #1)",eng,3.94,https://images.gr-assets.com/books/1293651959m/9917938.jpg,https://images.gr-assets.com/books/1293651959s/9917938.jpg
2568,72,316014796,"James Patterson, Maxine Paetro",2007.0,"The 6th Target (Women's Murder Club, #6)",en-US,4.02,https://images.gr-assets.com/books/1336275870m/13131.jpg,https://images.gr-assets.com/books/1336275870s/13131.jpg
2569,558,143104888,"Edgar Rice Burroughs, John Seelye",1912.0,"A Princess of Mars (Barsoom, #1)",en-GB,3.8,https://images.gr-assets.com/books/1332272118m/40395.jpg,https://images.gr-assets.com/books/1332272118s/40395.jpg
2570,44,385528787,Margaret Atwood,2013.0,"MaddAddam (MaddAddam, #3)",eng,3.98,https://images.gr-assets.com/books/1366394020m/17262203.jpg,https://images.gr-assets.com/books/1366394020s/17262203.jpg
2571,65,60264802,"Laura Ingalls Wilder, Garth Williams",1943.0,"These Happy Golden Years (Little House, #8)",eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2572,21,812971426,Victoria Finlay,2003.0,Color: A Natural History of the Palette,en-US,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2573,90,99481685,John Grisham,2001.0,Skipping Christmas,eng,3.47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2574,96,446613444,Michael Connelly,1993.0,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",eng,4.05,https://images.gr-assets.com/books/1372241876m/24244.jpg,https://images.gr-assets.com/books/1372241876s/24244.jpg
2575,27,312577206,Kristin Hannah,2012.0,Home Front,eng,4.12,https://images.gr-assets.com/books/1344319152m/12022079.jpg,https://images.gr-assets.com/books/1344319152s/12022079.jpg
2576,40,1476731535,Christina Lauren,2013.0,"Beautiful Stranger (Beautiful Bastard, #2)",eng,4.24,https://images.gr-assets.com/books/1359073239m/16117506.jpg,https://images.gr-assets.com/books/1359073239s/16117506.jpg
2577,37,385730306,Libba Bray,2007.0,"The Sweet Far Thing (Gemma Doyle, #3)",eng,3.97,https://images.gr-assets.com/books/1358704741m/127459.jpg,https://images.gr-assets.com/books/1358704741s/127459.jpg
2578,39,375702709,Ernest J. Gaines,1993.0,A Lesson Before Dying,en-US,3.93,https://images.gr-assets.com/books/1405866945m/5197.jpg,https://images.gr-assets.com/books/1405866945s/5197.jpg
2579,8,349119759,David Sedaris,1998.0,SantaLand Diaries,en-US,4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2580,58,1455520616,Nicholas Sparks,2015.0,See Me,eng,3.93,https://images.gr-assets.com/books/1439564033m/24820165.jpg,https://images.gr-assets.com/books/1439564033s/24820165.jpg
2581,66,385342047,Sophie Kinsella,2010.0,"Mini Shopaholic (Shopaholic, #6)",eng,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2582,24,60268654,"Gene Zion, Margaret Bloy Graham",1956.0,Harry the Dirty Dog,en-US,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2583,19,145161778X,Jennifer Weiner,2014.0,All Fall Down,eng,3.61,https://images.gr-assets.com/books/1394567549m/18144115.jpg,https://images.gr-assets.com/books/1394567549s/18144115.jpg
2584,164,015626224X,George Orwell,1933.0,Down and Out in Paris and London,en-US,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2585,18,1427814031,Hiro Fujiwara,2006.0,"Maid-sama! Vol. 01 (Maid-sama!, #1)",eng,4.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2586,10,1551924013,Nick Bantock,1991.0,Griffin and Sabine (Griffin & Sabine #1),eng,4.01,https://images.gr-assets.com/books/1356716196m/381102.jpg,https://images.gr-assets.com/books/1356716196s/381102.jpg
2587,33,080509461X,Leigh Bardugo,2014.0,"Ruin and Rising (Shadow and Bone, #3)",eng,4.17,https://images.gr-assets.com/books/1392398530m/14061957.jpg,https://images.gr-assets.com/books/1392398530s/14061957.jpg
2588,18,9773513912,أحمد خالد توفيق,2008.0,يوتوبيا,ara,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2589,50,743294254,Jennifer Weiner,2000.0,Certain Girls (Cannie Shapiro #2),eng,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2590,28,030794932X,Cheryl Strayed,2012.0,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,,4.29,https://images.gr-assets.com/books/1339807006m/13152194.jpg,https://images.gr-assets.com/books/1339807006s/13152194.jpg
2591,46,440244161,Karen Marie Moning,1999.0,"Beyond the Highland Mist (Highlander, #1)",eng,3.99,https://images.gr-assets.com/books/1348924088m/743599.jpg,https://images.gr-assets.com/books/1348924088s/743599.jpg
2592,42,451203267,Ann Rule,1980.0,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,en-GB,4.13,https://images.gr-assets.com/books/1330072383m/15654.jpg,https://images.gr-assets.com/books/1330072383s/15654.jpg
2593,46,61284408,Claudia Gray,2009.0,"Stargazer (Evernight, #2)",eng,3.8,https://images.gr-assets.com/books/1306376986m/3054684.jpg,https://images.gr-assets.com/books/1306376986s/3054684.jpg
2594,93,606298231,Michael Crichton,1992.0,Rising Sun,eng,3.61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2595,81,440060672,Sidney Sheldon,1973.0,The Other Side of Midnight (Midnight #1),eng,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2596,77,316069485,Michael Connelly,2010.0,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",eng,4.13,https://images.gr-assets.com/books/1421934033m/7936809.jpg,https://images.gr-assets.com/books/1421934033s/7936809.jpg
